Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,76.37344684665284,78.62206025908127,76.27395195431973,76.81122589111328,13034000.0,0.0,0.0,NKE
2024-12-17,76.97042419908729,78.37331964765028,76.86097753964937,77.6072006225586,12452400.0,0.0,0.0,NKE
2024-12-18,77.5873041426427,78.6021641883371,76.45303808078609,76.51274108886719,14376900.0,0.0,0.0,NKE
2024-12-19,76.55254064757965,77.54750475231668,76.04510682869112,76.71173095703125,27067600.0,0.0,0.0,NKE
2024-12-20,75.57747543934907,77.60720320327468,74.48301639954897,76.55254364013672,49883400.0,0.0,0.0,NKE
2024-12-21,75.57747543934907,77.60720320327468,74.48301639954897,76.55254364013672,49883400.0,,,
2024-12-22,75.57747543934907,77.60720320327468,74.48301639954897,76.55254364013672,49883400.0,,,
2024-12-23,75.94561633943015,78.01514361909966,75.3585835362952,76.37345123291016,14203800.0,0.0,0.0,NKE
2024-12-24,76.36349794769389,76.72168564632256,75.97546253934183,76.4032974243164,4919100.0,0.0,0.0,NKE
2024-12-25,76.36349794769389,76.72168564632256,75.97546253934183,76.4032974243164,4919100.0,,,
2024-12-26,76.21425188399546,77.06992165479666,76.15455646448923,76.55254364013672,6363500.0,0.0,0.0,NKE
2024-12-27,76.13465114383328,76.54259007681571,75.41828335364936,76.03515625,6334400.0,0.0,0.0,NKE
2024-12-28,76.13465114383328,76.54259007681571,75.41828335364936,76.03515625,6334400.0,,,
2024-12-29,76.13465114383328,76.54259007681571,75.41828335364936,76.03515625,6334400.0,,,
2024-12-30,75.21928358762288,75.38842566086845,74.17457584907068,74.2740707397461,9042900.0,0.0,0.0,NKE
2024-12-31,74.52281377136362,76.0053081780301,74.4034153447495,75.28893280029297,9425600.0,0.0,0.0,NKE
2025-01-01,74.52281377136362,76.0053081780301,74.4034153447495,75.28893280029297,9425600.0,,,
2025-01-02,75.86601280706837,76.30379944123058,72.87116873340852,73.29900360107422,10883400.0,0.0,0.0,NKE
2025-01-03,73.54774752023371,73.81639208939286,72.64233409874579,72.9408187866211,10083500.0,0.0,0.0,NKE
2025-01-04,73.54774752023371,73.81639208939286,72.64233409874579,72.9408187866211,10083500.0,,,
2025-01-05,73.54774752023371,73.81639208939286,72.64233409874579,72.9408187866211,10083500.0,,,
2025-01-06,73.37860796186659,73.94573723840747,71.60757294358012,71.63742065429688,14947300.0,0.0,0.0,NKE
2025-01-07,72.03540326526164,73.07016685320818,71.61752015983335,71.72695922851562,10463500.0,0.0,0.0,NKE
2025-01-08,71.19962909543062,71.45832188882363,70.65240339095256,70.93099212646484,11855000.0,0.0,0.0,NKE
2025-01-09,71.19962909543062,71.45832188882363,70.65240339095256,70.93099212646484,11855000.0,,,
2025-01-10,71.48817415205072,72.02545571518658,70.73199925678828,70.84144592285156,15677400.0,0.0,0.0,NKE
2025-01-11,71.48817415205072,72.02545571518658,70.73199925678828,70.84144592285156,15677400.0,,,
2025-01-12,71.48817415205072,72.02545571518658,70.73199925678828,70.84144592285156,15677400.0,,,
2025-01-13,70.8115971025571,72.23439614810809,70.42356168931357,71.7170181274414,14584300.0,0.0,0.0,NKE
2025-01-14,71.7070612966751,71.84635566128628,70.17481569497872,70.81159210205078,16732900.0,0.0,0.0,NKE
2025-01-15,71.62746230369636,71.88615509108844,70.48325208855007,70.71209716796875,13468100.0,0.0,0.0,NKE
2025-01-16,70.5429581633641,70.87129814729805,69.96587714753603,70.75189971923828,13694600.0,0.0,0.0,NKE
2025-01-17,71.07028624763117,71.15982937331785,70.4832534790039,70.4832534790039,9711300.0,0.0,0.0,NKE
2025-01-18,71.07028624763117,71.15982937331785,70.4832534790039,70.4832534790039,9711300.0,,,
2025-01-19,71.07028624763117,71.15982937331785,70.4832534790039,70.4832534790039,9711300.0,,,
2025-01-20,71.07028624763117,71.15982937331785,70.4832534790039,70.4832534790039,9711300.0,,,
2025-01-21,70.94094329438124,72.90101619297381,70.78174539487549,72.80152130126953,14199900.0,0.0,0.0,NKE
2025-01-22,73.01046480878216,74.32381715102522,72.6423329405082,73.66714477539062,13029300.0,0.0,0.0,NKE
2025-01-23,72.97066544980869,74.12482748110136,72.00555662278154,73.91588592529297,10677400.0,0.0,0.0,NKE
2025-01-24,73.69699071790038,73.87608455986627,72.88112045804989,73.19950866699219,8106700.0,0.0,0.0,NKE
2025-01-25,73.69699071790038,73.87608455986627,72.88112045804989,73.19950866699219,8106700.0,,,
2025-01-26,73.69699071790038,73.87608455986627,72.88112045804989,73.19950866699219,8106700.0,,,
2025-01-27,73.07016408384416,75.46802355685259,73.05026055140263,75.19938659667969,11665400.0,0.0,0.0,NKE
2025-01-28,74.95064956861373,75.21928654308981,73.78654336092758,74.015380859375,8694400.0,0.0,0.0,NKE
2025-01-29,74.07507284410427,76.72168094501956,73.94573024623735,76.19435119628906,11764800.0,0.0,0.0,NKE
2025-01-30,76.46298904757654,78.37331828477059,76.46298904757654,77.93553924560547,10902100.0,0.0,0.0,NKE
2025-01-31,77.71664674336665,78.46286982110402,76.37344672163411,76.51274108886719,13105900.0,0.0,0.0,NKE
2025-02-01,77.71664674336665,78.46286982110402,76.37344672163411,76.51274108886719,13105900.0,,,
2025-02-02,77.71664674336665,78.46286982110402,76.37344672163411,76.51274108886719,13105900.0,,,
2025-02-03,74.52281569008221,76.30380241365167,72.8512756293168,76.20429992675781,18539200.0,0.0,0.0,NKE
2025-02-04,77.1594707250291,77.76639944694362,75.6570727748002,76.33364868164062,11943700.0,0.0,0.0,NKE
2025-02-05,75.91576451432098,76.40329480200936,74.02533118999163,74.19447326660156,9807400.0,0.0,0.0,NKE
