Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,446.3749473504653,451.27512549789225,444.38893932865295,450.6863098144531,23598800.0,0.0,0.0,MSFT
2024-12-17,450.10748972576295,454.3789237624039,448.670368885724,453.5505676269531,22733500.0,0.0,0.0,MSFT
2024-12-18,450.4168569277278,451.7441820228141,436.1454548251872,436.5147399902344,24444500.0,0.0,0.0,MSFT
2024-12-19,440.73626782337294,442.29314366547726,435.4468858542376,436.1554565429688,22963700.0,0.0,0.0,MSFT
2024-12-20,432.2432815476765,442.8520145457972,427.7722660445124,435.726318359375,64263700.0,0.0,0.0,MSFT
2024-12-21,432.2432815476765,442.8520145457972,427.7722660445124,435.726318359375,64263700.0,,,
2024-12-22,432.2432815476765,442.8520145457972,427.7722660445124,435.726318359375,64263700.0,,,
2024-12-23,435.8660369595189,436.7742196281346,431.9638575419981,434.3790283203125,19152500.0,0.0,0.0,MSFT
2024-12-24,433.7802087154167,438.7203153724094,433.3211377567303,438.4508361816406,7164500.0,0.0,0.0,MSFT
2024-12-25,433.7802087154167,438.7203153724094,433.3211377567303,438.4508361816406,7164500.0,,,
2024-12-26,438.20133650274425,440.0576302640168,435.7562575113133,437.2332763671875,8194200.0,0.0,0.0,MSFT
2024-12-27,433.73031978660106,434.3490742197977,425.49682901811,429.66845703125,18117700.0,0.0,0.0,MSFT
2024-12-28,433.73031978660106,434.3490742197977,425.49682901811,429.66845703125,18117700.0,,,
2024-12-29,433.73031978660106,434.3490742197977,425.49682901811,429.66845703125,18117700.0,,,
2024-12-30,425.2074080072107,426.6944166190143,421.05572893712207,423.9798583984375,13158700.0,0.0,0.0,MSFT
2024-12-31,425.24732556190753,425.8760697244736,419.81820926028456,420.6565246582031,13246500.0,0.0,0.0,MSFT
2025-01-01,425.24732556190753,425.8760697244736,419.81820926028456,420.6565246582031,13246500.0,,,
2025-01-02,424.67847521686525,425.2174031564215,414.0198541610312,417.7423706054688,16896500.0,0.0,0.0,MSFT
2025-01-03,420.2373611517797,423.1814700735548,418.7004647827294,422.5028381347656,16662900.0,0.0,0.0,MSFT
2025-01-04,420.2373611517797,423.1814700735548,418.7004647827294,422.5028381347656,16662900.0,,,
2025-01-05,420.2373611517797,423.1814700735548,418.7004647827294,422.5028381347656,16662900.0,,,
2025-01-06,427.1435291929144,433.450889550372,424.6285829292995,426.9938354492188,20573600.0,0.0,0.0,MSFT
2025-01-07,428.1415176926379,429.7882097463078,419.957914728963,421.5247802734375,18139100.0,0.0,0.0,MSFT
2025-01-08,422.6126137987444,426.11559975123726,420.6964729295162,423.7104187011719,15054600.0,0.0,0.0,MSFT
2025-01-09,422.6126137987444,426.11559975123726,420.6964729295162,423.7104187011719,15054600.0,,,
2025-01-10,423.7802594986814,423.8600860063737,414.1894746460312,418.1116333007813,20201100.0,0.0,0.0,MSFT
2025-01-11,423.7802594986814,423.8600860063737,414.1894746460312,418.1116333007813,20201100.0,,,
2025-01-12,423.7802594986814,423.8600860063737,414.1894746460312,418.1116333007813,20201100.0,,,
2025-01-13,414.4090535363967,417.6625396968447,411.4649750549722,416.3551635742188,17604800.0,0.0,0.0,MSFT
2025-01-14,416.9739281792526,418.9000587938386,409.8981194598306,414.8382263183594,16935900.0,0.0,0.0,MSFT
2025-01-15,418.2912843778652,427.29322350331137,417.4329894853562,425.4569091796875,19637800.0,0.0,0.0,MSFT
2025-01-16,427.8421276061569,428.6305247845027,423.5407549144398,423.7303466796875,15300000.0,0.0,0.0,MSFT
2025-01-17,433.221350403684,433.61058460419247,427.31321381371214,428.1714782714844,26197500.0,0.0,0.0,MSFT
2025-01-18,433.221350403684,433.61058460419247,427.31321381371214,428.1714782714844,26197500.0,,,
2025-01-19,433.221350403684,433.61058460419247,427.31321381371214,428.1714782714844,26197500.0,,,
2025-01-20,433.221350403684,433.61058460419247,427.31321381371214,428.1714782714844,26197500.0,,,
2025-01-21,429.3391273565842,430.0377082937944,424.7483264493822,427.64251708984375,26085700.0,0.0,0.0,MSFT
2025-01-22,436.68440364505375,446.37496460039233,435.1275277712005,445.30712890625,27803800.0,0.0,0.0,MSFT
2025-01-23,441.1155043659929,445.8559990396093,440.6165049266649,445.8160705566406,18389300.0,0.0,0.0,MSFT
2025-01-24,444.2691915941594,445.7562002010948,440.5167060042179,443.17138671875,15549500.0,0.0,0.0,MSFT
2025-01-25,444.2691915941594,445.7562002010948,440.5167060042179,443.17138671875,15549500.0,,,
2025-01-26,444.2691915941594,445.7562002010948,440.5167060042179,443.17138671875,15549500.0,,,
2025-01-27,423.1615229666917,434.3291330844904,422.6525337820519,433.6903991699219,35647800.0,0.0,0.0,MSFT
2025-01-28,433.73032267022137,447.4827461239755,430.51676503368185,446.30511474609375,23491700.0,0.0,0.0,MSFT
2025-01-29,445.796115104224,445.9857373249504,439.51869372032735,441.44482421875,23581400.0,0.0,0.0,MSFT
2025-01-30,417.9319804505241,422.0137922192137,412.33322134699057,414.1595458984375,54586300.0,0.0,0.0,MSFT
2025-01-31,418.141600337115,419.84816997012905,414.0797374049759,414.22943115234375,34223400.0,0.0,0.0,MSFT
2025-02-01,418.141600337115,419.84816997012905,414.0797374049759,414.22943115234375,34223400.0,,,
2025-02-02,418.141600337115,419.84816997012905,414.0797374049759,414.22943115234375,34223400.0,,,
2025-02-03,410.7763492208031,414.57872255523336,407.8422300476431,410.09771728515625,25679100.0,0.0,0.0,MSFT
2025-02-04,411.8641667609186,413.09171636714575,408.9200578355856,411.5447998046875,20532100.0,0.0,0.0,MSFT
2025-02-05,411.5248607564065,413.0018796658512,409.5787506797878,412.4629821777344,16316700.0,0.0,0.0,MSFT
2025-02-06,413.1715497090401,417.36315732347487,413.1715497090401,414.9879150390625,16309800.0,0.0,0.0,MSFT
2025-02-07,415.6465973451397,417.8122379259866,407.2833615993766,408.9300537109375,22886800.0,0.0,0.0,MSFT
2025-02-08,415.6465973451397,417.8122379259866,407.2833615993766,408.9300537109375,22886800.0,,,
2025-02-09,415.6465973451397,417.8122379259866,407.2833615993766,408.9300537109375,22886800.0,,,
2025-02-10,412.8821197108573,414.6286177998997,410.0977246861568,411.3951110839844,20817900.0,0.0,0.0,MSFT
2025-02-11,408.8202828688126,411.6645553606299,408.48093644203584,410.6166687011719,18140600.0,0.0,0.0,MSFT
2025-02-12,406.3951110778186,409.92803560329327,403.56079794352274,408.2214660644531,19121700.0,0.0,0.0,MSFT
2025-02-13,406.185550721702,410.1775463061904,405.54681680905935,409.7184753417969,23891700.0,0.0,0.0,MSFT
2025-02-14,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500.0,0.0,0.0,MSFT
2025-02-15,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500.0,,,
2025-02-16,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500.0,,,
2025-02-17,406.9739674594389,408.0917213200678,405.06778596420224,407.6126708984375,22758500.0,,,
2025-02-18,407.18354917543536,409.7783523938356,405.6865508328786,408.8202819824219,21423100.0,0.0,0.0,MSFT
2025-02-19,407.0638056974437,414.6585628844229,406.8342549807474,413.9400024414063,24114200.0,0.0,0.0,MSFT
2025-02-20,415.2900085449219,419.30999755859375,412.5400085449219,416.1300048828125,23508700.0,0.83,0.0,MSFT
2025-02-21,417.3399963378906,418.0499877929688,407.8900146484375,408.2099914550781,27524800.0,0.0,0.0,MSFT
2025-02-22,417.3399963378906,418.0499877929688,407.8900146484375,408.2099914550781,27524800.0,,,
2025-02-23,417.3399963378906,418.0499877929688,407.8900146484375,408.2099914550781,27524800.0,,,
2025-02-24,408.510009765625,409.3699951171875,399.3200073242188,404.0,26443700.0,0.0,0.0,MSFT
2025-02-25,401.1000061035156,401.9200134277344,396.7000122070313,397.8999938964844,29387400.0,0.0,0.0,MSFT
2025-02-26,398.010009765625,403.6000061035156,394.25,399.7300109863281,19619000.0,0.0,0.0,MSFT
2025-02-27,401.2699890136719,405.739990234375,392.1700134277344,392.5299987792969,21127400.0,0.0,0.0,MSFT
2025-02-28,392.6600036621094,397.6300048828125,386.5700073242188,396.989990234375,32845700.0,0.0,0.0,MSFT
2025-03-01,392.6600036621094,397.6300048828125,386.5700073242188,396.989990234375,32845700.0,,,
2025-03-02,392.6600036621094,397.6300048828125,386.5700073242188,396.989990234375,32845700.0,,,
2025-03-03,398.8200073242188,398.8200073242188,386.1600036621094,388.489990234375,23007700.0,0.0,0.0,MSFT
2025-03-04,383.3999938964844,392.5799865722656,381.0,388.6099853515625,29342900.0,0.0,0.0,MSFT
2025-03-05,389.3399963378906,401.6700134277344,388.80999755859375,401.0199890136719,23433100.0,0.0,0.0,MSFT
2025-03-06,394.2799987792969,402.1499938964844,392.6799926757813,396.8900146484375,23304600.0,0.0,0.0,MSFT
2025-03-07,392.3200073242188,394.7999877929688,385.5400085449219,393.30999755859375,22034100.0,0.0,0.0,MSFT
2025-03-08,392.3200073242188,394.7999877929688,385.5400085449219,393.30999755859375,22034100.0,,,
2025-03-09,392.3200073242188,394.7999877929688,385.5400085449219,393.30999755859375,22034100.0,,,
2025-03-10,385.8399963378906,386.3999938964844,377.2200012207031,380.1600036621094,32840100.0,0.0,0.0,MSFT
2025-03-11,379.0,386.0,376.9100036621094,380.4500122070313,30380200.0,0.0,0.0,MSFT
2025-03-12,382.9500122070313,385.2200012207031,378.9500122070313,383.2699890136719,24253600.0,0.0,0.0,MSFT
2025-03-13,383.1600036621094,385.3200073242188,377.4500122070313,378.7699890136719,20473000.0,0.0,0.0,MSFT
2025-03-14,379.7799987792969,390.2300109863281,379.510009765625,388.55999755859375,19929300.0,0.0,0.0,MSFT
2025-03-15,379.7799987792969,390.2300109863281,379.510009765625,388.55999755859375,19929300.0,,,
