Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,109.22302804009264,109.42125949377971,107.20112014478175,107.50836944580078,20256100.0,0.0,0.0,XOM
2024-12-17,106.28927419781438,107.21102969399082,105.84326664491743,107.05245208740234,17554000.0,0.0,0.0,XOM
2024-12-18,106.61634588493295,107.86517756619368,105.36751420367224,105.4765396118164,17114500.0,0.0,0.0,XOM
2024-12-19,106.43794583484532,106.715462317516,104.27727206893586,104.57461547851562,20565600.0,0.0,0.0,XOM
2024-12-20,104.51513710731678,105.19902237858288,103.91054441626405,104.9314193725586,40141200.0,0.0,0.0,XOM
2024-12-21,104.51513710731678,105.19902237858288,103.91054441626405,104.9314193725586,40141200.0,,,
2024-12-22,104.51513710731678,105.19902237858288,103.91054441626405,104.9314193725586,40141200.0,,,
2024-12-23,104.37638389644894,105.65494845733916,103.9898420015004,105.35761260986328,12285100.0,0.0,0.0,XOM
2024-12-24,105.57564975221634,106.23971565276749,104.76291971742506,105.45671844482422,7807000.0,0.0,0.0,XOM
2024-12-25,105.57564975221634,106.23971565276749,104.76291971742506,105.45671844482422,7807000.0,,,
2024-12-26,105.5756541537712,106.08113491653144,105.00080183331114,105.5459213256836,9652400.0,0.0,0.0,XOM
2024-12-27,105.35760621981956,107.03261847575313,104.83229855380095,105.5360107421875,11943900.0,0.0,0.0,XOM
2024-12-28,105.35760621981956,107.03261847575313,104.83229855380095,105.5360107421875,11943900.0,,,
2024-12-29,105.35760621981956,107.03261847575313,104.83229855380095,105.5360107421875,11943900.0,,,
2024-12-30,105.35760890545372,105.6152984518543,104.57461167964412,104.82239532470705,11080800.0,0.0,0.0,XOM
2024-12-31,105.22875831884348,106.94342449834052,104.84221643106358,106.61634826660156,12387800.0,0.0,0.0,XOM
2025-01-01,105.22875831884348,106.94342449834052,104.84221643106358,106.61634826660156,12387800.0,,,
2025-01-02,107.3200519676612,108.0336700808285,105.93246203225333,106.35865020751952,12685400.0,0.0,0.0,XOM
2025-01-03,107.0425363146021,107.52819014910791,106.50732272561828,106.90377807617188,14237900.0,0.0,0.0,XOM
2025-01-04,107.0425363146021,107.52819014910791,106.50732272561828,106.90377807617188,14237900.0,,,
2025-01-05,107.0425363146021,107.52819014910791,106.50732272561828,106.90377807617188,14237900.0,,,
