Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2024-12-15,,,,,,,,
2024-12-16,230.22999572753903,233.0,228.00999450683597,232.92999267578125,37552100.0,0.0,0.0,AMZN
2024-12-17,232.38999938964844,232.72999572753903,227.8500061035156,231.1499938964844,35948100.0,0.0,0.0,AMZN
2024-12-18,230.7700042724609,231.3999938964844,220.1100006103516,220.5200042724609,43281400.0,0.0,0.0,AMZN
2024-12-19,224.91000366210935,226.08999633789065,222.9199981689453,223.2899932861328,39918700.0,0.0,0.0,AMZN
2024-12-20,219.83999633789065,226.2100067138672,218.72999572753903,224.9199981689453,88279200.0,0.0,0.0,AMZN
2024-12-21,219.83999633789065,226.2100067138672,218.72999572753903,224.9199981689453,88279200.0,,,
2024-12-22,219.83999633789065,226.2100067138672,218.72999572753903,224.9199981689453,88279200.0,,,
2024-12-23,225.00999450683597,226.8800048828125,223.8999938964844,225.05999755859372,28070000.0,0.0,0.0,AMZN
2024-12-24,226.94000244140625,229.13999938964844,226.1300048828125,229.0500030517578,15007500.0,0.0,0.0,AMZN
2024-12-25,226.94000244140625,229.13999938964844,226.1300048828125,229.0500030517578,15007500.0,,,
2024-12-26,228.5,228.5,226.6699981689453,227.0500030517578,16146700.0,0.0,0.0,AMZN
2024-12-27,225.6000061035156,226.02999877929688,220.8999938964844,223.75,27367100.0,0.0,0.0,AMZN
2024-12-28,225.6000061035156,226.02999877929688,220.8999938964844,223.75,27367100.0,,,
2024-12-29,225.6000061035156,226.02999877929688,220.8999938964844,223.75,27367100.0,,,
2024-12-30,220.05999755859372,223.0,218.42999267578125,221.3000030517578,28321200.0,0.0,0.0,AMZN
2024-12-31,222.97000122070312,223.22999572753903,218.94000244140625,219.38999938964844,24819700.0,0.0,0.0,AMZN
2025-01-01,222.97000122070312,223.22999572753903,218.94000244140625,219.38999938964844,24819700.0,,,
2025-01-02,222.02999877929688,225.1499938964844,218.19000244140625,220.22000122070312,33956600.0,0.0,0.0,AMZN
2025-01-03,222.50999450683597,225.3600006103516,221.6199951171875,224.19000244140625,27515600.0,0.0,0.0,AMZN
2025-01-04,222.50999450683597,225.3600006103516,221.6199951171875,224.19000244140625,27515600.0,,,
2025-01-05,222.50999450683597,225.3600006103516,221.6199951171875,224.19000244140625,27515600.0,,,
2025-01-06,226.77999877929688,228.83999633789065,224.83999633789065,227.6100006103516,31849800.0,0.0,0.0,AMZN
2025-01-07,227.8999938964844,228.3800048828125,221.4600067138672,222.1100006103516,28084200.0,0.0,0.0,AMZN
2025-01-08,223.19000244140625,223.5200042724609,220.1999969482422,222.1300048828125,25033300.0,0.0,0.0,AMZN
2025-01-09,223.19000244140625,223.5200042724609,220.1999969482422,222.1300048828125,25033300.0,,,
2025-01-10,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500.0,0.0,0.0,AMZN
2025-01-11,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500.0,,,
2025-01-12,221.4600067138672,221.7100067138672,216.5,218.94000244140625,36811500.0,,,
2025-01-13,218.05999755859372,219.3999938964844,216.47000122070312,218.4600067138672,27262700.0,0.0,0.0,AMZN
2025-01-14,220.44000244140625,221.82000732421875,216.1999969482422,217.75999450683597,24711700.0,0.0,0.0,AMZN
2025-01-15,222.8300018310547,223.57000732421875,220.75,223.3500061035156,31291300.0,0.0,0.0,AMZN
2025-01-16,224.4199981689453,224.6499938964844,220.30999755859372,220.66000366210935,24757300.0,0.0,0.0,AMZN
2025-01-17,225.83999633789065,226.50999450683597,223.0800018310547,225.94000244140625,42370100.0,0.0,0.0,AMZN
2025-01-18,225.83999633789065,226.50999450683597,223.0800018310547,225.94000244140625,42370100.0,,,
2025-01-19,225.83999633789065,226.50999450683597,223.0800018310547,225.94000244140625,42370100.0,,,
2025-01-20,225.83999633789065,226.50999450683597,223.0800018310547,225.94000244140625,42370100.0,,,
2025-01-21,228.8999938964844,231.77999877929688,226.94000244140625,230.7100067138672,39951500.0,0.0,0.0,AMZN
2025-01-22,232.0200042724609,235.44000244140625,231.19000244140625,235.00999450683597,41448200.0,0.0,0.0,AMZN
2025-01-23,234.1000061035156,235.5200042724609,231.50999450683597,235.4199981689453,26404400.0,0.0,0.0,AMZN
2025-01-24,234.5,236.3999938964844,232.92999267578125,234.8500061035156,25890700.0,0.0,0.0,AMZN
2025-01-25,234.5,236.3999938964844,232.92999267578125,234.8500061035156,25890700.0,,,
2025-01-26,234.5,236.3999938964844,232.92999267578125,234.8500061035156,25890700.0,,,
2025-01-27,226.2100067138672,235.6100006103516,225.8600006103516,235.4199981689453,49428300.0,0.0,0.0,AMZN
2025-01-28,234.2899932861328,241.7700042724609,233.97999572753903,238.1499938964844,41587200.0,0.0,0.0,AMZN
2025-01-29,239.0200042724609,240.38999938964844,236.1499938964844,237.07000732421875,26091700.0,0.0,0.0,AMZN
2025-01-30,237.13999938964844,237.9499969482422,232.22000122070312,234.63999938964844,32020700.0,0.0,0.0,AMZN
2025-01-31,236.5,240.2899932861328,236.41000366210935,237.67999267578125,36162400.0,0.0,0.0,AMZN
2025-02-01,236.5,240.2899932861328,236.41000366210935,237.67999267578125,36162400.0,,,
2025-02-02,236.5,240.2899932861328,236.41000366210935,237.67999267578125,36162400.0,,,
2025-02-03,234.05999755859372,239.25,232.8999938964844,237.4199981689453,37285900.0,0.0,0.0,AMZN
2025-02-04,239.00999450683597,242.5200042724609,238.02999877929688,242.05999755859372,29713800.0,0.0,0.0,AMZN
2025-02-05,237.0200042724609,238.32000732421875,235.1999969482422,236.1699981689453,38727300.0,0.0,0.0,AMZN
2025-02-06,238.00999450683597,239.66000366210935,236.00999450683597,238.8300018310547,60897100.0,0.0,0.0,AMZN
2025-02-07,232.5,234.80999755859372,228.05999755859372,229.1499938964844,77539300.0,0.0,0.0,AMZN
2025-02-08,232.5,234.80999755859372,228.05999755859372,229.1499938964844,77539300.0,,,
2025-02-09,232.5,234.80999755859372,228.05999755859372,229.1499938964844,77539300.0,,,
2025-02-10,230.5500030517578,233.9199981689453,229.1999969482422,233.13999938964844,35419900.0,0.0,0.0,AMZN
2025-02-11,231.9199981689453,233.44000244140625,230.1300048828125,232.75999450683597,23713700.0,0.0,0.0,AMZN
2025-02-12,230.4600067138672,231.17999267578125,228.16000366210935,228.92999267578125,32285200.0,0.0,0.0,AMZN
2025-02-13,228.8500061035156,230.4199981689453,227.5200042724609,230.3699951171875,31346500.0,0.0,0.0,AMZN
2025-02-14,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100.0,0.0,0.0,AMZN
2025-02-15,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100.0,,,
2025-02-16,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100.0,,,
2025-02-17,229.1999969482422,229.88999938964844,227.22999572753903,228.67999267578125,27031100.0,,,
2025-02-18,228.82000732421875,229.3000030517578,223.72000122070312,226.6499938964844,42975100.0,0.0,0.0,AMZN
2025-02-19,225.5200042724609,226.8300018310547,223.7100067138672,226.6300048828125,28566700.0,0.0,0.0,AMZN
2025-02-20,224.77999877929688,225.1300048828125,221.80999755859372,222.8800048828125,30001700.0,0.0,0.0,AMZN
2025-02-21,223.27999877929688,223.30999755859372,214.7400054931641,216.5800018310547,55323900.0,0.0,0.0,AMZN
2025-02-22,223.27999877929688,223.30999755859372,214.7400054931641,216.5800018310547,55323900.0,,,
2025-02-23,223.27999877929688,223.30999755859372,214.7400054931641,216.5800018310547,55323900.0,,,
2025-02-24,217.4499969482422,217.72000122070312,212.4199981689453,212.7100067138672,42387600.0,0.0,0.0,AMZN
2025-02-25,211.6300048828125,213.33999633789065,204.16000366210935,212.8000030517578,58958000.0,0.0,0.0,AMZN
2025-02-26,214.94000244140625,218.16000366210935,213.08999633789065,214.3500061035156,39120600.0,0.0,0.0,AMZN
2025-02-27,218.3500061035156,219.97000122070312,208.3699951171875,208.7400054931641,40548600.0,0.0,0.0,AMZN
2025-02-28,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700.0,0.0,0.0,AMZN
2025-03-01,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700.0,,,
2025-03-02,208.6499938964844,212.6199951171875,206.9900054931641,212.27999877929688,51771700.0,,,
2025-03-03,213.3500061035156,214.00999450683597,202.5500030517578,205.0200042724609,42948400.0,0.0,0.0,AMZN
2025-03-04,200.1100006103516,206.8000030517578,197.42999267578125,203.8000030517578,60853100.0,0.0,0.0,AMZN
2025-03-05,204.8000030517578,209.97999572753903,203.25999450683597,208.3600006103516,38610100.0,0.0,0.0,AMZN
2025-03-06,204.3999938964844,205.7700042724609,198.3000030517578,200.6999969482422,49863800.0,0.0,0.0,AMZN
2025-03-07,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800.0,0.0,0.0,AMZN
2025-03-08,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800.0,,,
2025-03-09,199.4900054931641,202.2700042724609,192.52999877929688,199.25,59802800.0,,,
2025-03-10,195.6000061035156,196.72999572753903,190.8500061035156,194.5399932861328,62350900.0,0.0,0.0,AMZN
2025-03-11,193.8999938964844,200.17999267578125,193.3999938964844,196.58999633789065,54002900.0,0.0,0.0,AMZN
2025-03-12,200.72000122070312,201.5200042724609,195.2899932861328,198.88999938964844,43679300.0,0.0,0.0,AMZN
2025-03-13,198.1699981689453,198.8800048828125,191.82000732421875,193.88999938964844,41270800.0,0.0,0.0,AMZN
2025-03-14,197.41000366210935,198.6499938964844,195.32000732421875,197.9499969482422,38050600.0,0.0,0.0,AMZN
2025-03-15,197.41000366210935,198.6499938964844,195.32000732421875,197.9499969482422,38050600.0,,,
